ID,Districte,Categoria,Subcategoria,Títol,Descripció,Propostes,Suports,Comentaris,Participants,Intervencions,URL
4889,Ciutat Vella,Bon viure,Sanitat i salut,Estendre el programa “Salut als barris” als quatres barris del districte,<div>Anàlisi de la situació de salut al nucli antic i el Gòtic per detectar-ne les necessitats i possibilitats de millora principals i ampliació del programa “Salut als barris”.</div>,1,15,1,0,0,https://decidim.barcelona/action_plans/4889
2759,Horta - Guinardó,Transició ecològica,Urbanisme per als barris,"Millorar l’accessibilitat al transport públic, espai públic i equipaments públics",<div>Revisar la ubicació de les parades d’autobús i l’accessibilitat al transport públic. Habilitar rampes i plataformes de parada per facilitar la mobilitat..</div><div><br></div>,8,44,8,0,0,https://decidim.barcelona/action_plans/2759
4887,Ciutat Vella,Bon viure,Sanitat i salut,Formar el personal municipal sobre malalties de salut mental,"<div>Posar en marxa un programa de formació per dotar el personal municipal dels coneixements necessaris per treballar de manera inclusiva amb persones amb problemes de salut mental i incorporar-les en les dinàmiques de participació, en col·laboració amb els departaments municipals corresponents i amb altres institucions.</div>",3,26,7,40,0,https://decidim.barcelona/action_plans/4887
2889,Sants Montjuïc,Transició ecològica,Urbanisme per als barris,Intervencions urbanístiques al Poble Sec,"<div>Intervencions urbanístiques al Poble Sec: desenvolupament de la fase 2 del Pla Paral·lel, instal·lar fonts, millorar el verd i el mobiliari urbà en diferents zones del barri.</div>",6,110,6,20,0,https://decidim.barcelona/action_plans/2889
4890,Ciutat Vella,Bon viure,Sanitat i salut,Millorar els equipaments de salut,"<div>Adequar i millorar els equipaments de salut del districte, en col·laboració amb el sector.</div><div>Mantenir l'ús sociosanitari de la Clinica Barceloneta. </div>",4,22,14,178,0,https://decidim.barcelona/action_plans/4890
6445,Sants Montjuïc,Economia plural,"Economia cooperativa, social i solidària",Suport als projectes aglutinadors de cooperatives,"<div>Promocionar, donar suport i fer difusió de les experiències de cooperativisme que hi ha al districte, com ImpulsCoop i Cooperasec, per millorar-ne la gestió i ajudar a consolidar els projectes d'ECSS</div>",2,28,2,42,0,https://decidim.barcelona/action_plans/6445
3011,Ciutat Vella,Bon viure,Educació i coneixement ,"Reforçar, millorar  i impulsar l'aprenentatge de català i castellà ","<div>Reforçar i millorar l'aprenentatge del català i el castellà. Millorar la coordinació entre els serveis que proporcionen aprenentatge de llengües, ampliar els perfils de l'alumnat, afavorir la conciliació, fer-ne més difusió i tenir un enfocament més proactiu.</div>",1,1,0,99,0,https://decidim.barcelona/action_plans/3011
2661,Horta - Guinardó,Bon viure,Justícia social,Impulsar els Plans de Barri de l'Ajuntament de Barcelona adaptats a la realitat dels barris d'Horta-Guinardó,"<div>Adaptar el pla de millora integral dels barris més desfavorits de la ciutat a la realitat d'Horta-Guinardó, amb mesures urbanístiques, ambientals, socials i d’activació econòmica per corregir-ne els desequilibris estructurals de forma integral, transversal i participada amb els agents socials i el seu veïnat.</div>",1,0,0,0,0,https://decidim.barcelona/action_plans/2661
6496,Sant Andreu,Bon viure,Educació i coneixement ,Millora del manteniment dels centres educatius públics,"<div>En col·laboració amb el Consorci d'Educació de Barcelona, dur a terme un programa de manteniment als centres educatius de titularitat pública que permeti adequar l'estat de les instal·lacions.</div>",3,95,5,50,0,https://decidim.barcelona/action_plans/6496
4876,Ciutat Vella,Bon viure,Cicles de vida ,Traslladar el casal de la gent gran del nucli antic,<div>Traslladar el casal de la gent gran del nucli antic a un nou emplaçament per millorar-ne els serveis i facilitar la convivència amb altres serveis o equipaments.</div>,1,6,0,0,0,https://decidim.barcelona/action_plans/4876
3501,Horta - Guinardó,Transició ecològica,Verd urbà i biodiversitat ,Garantir el benestar dels animals així com la convivència a l'espai públic,"<div>Ampliar les zones d'esbarjo per a gossos i regular les zones d'usos compartits, així com fer millores i arranjaments als pipicans. Promoure, a través de campanyes de conscienciació i mesures punitives, que els propietaris d'animals de companyia assumeixin les seves responsabilitats. També es parla de millorar la convivència amb els animals de companyia als parcs, com els Jardins d'Hiroshima, millorant la senyalització dels espais per a gossos. Fomentar l'ús de l'ampolla d'aigua per netejar l'orina dels animals.</div><div><br></div>",16,813,83,111,0,https://decidim.barcelona/action_plans/3501
4896,Ciutat Vella,Bon viure,Cultura,Fomentar el programa “Apadrina el teu equipament”,"<div>Mantenir i revisar el programa que relaciona els centres educatius i els grans equipaments culturals del barri del Raval per apropar la cultura als infants que hi estudien, amb la col·laboració del professorat de primària i secundària, les famílies i els serveis educatius dels equipaments, i la implicació de la Fundació Tot Raval.</div>",5,13,5,294,0,https://decidim.barcelona/action_plans/4896
4897,Ciutat Vella,Bon viure,Cultura,Crear un pol d’atracció cultural als entorns de l’Hospital de la Santa Creu i Sant Pau,"<div>Reformar urbanísticament els entorns de l’antic Hospital de la Santa Creu i Sant Pau per realçar la importància arquitectònica i redistribuir els equipaments i les institucions culturals que hi ha, un cop l’Escola Massana ocupi el nou espai de la plaça de la Gardunya.</div>",3,14,4,98,0,https://decidim.barcelona/action_plans/4897
4903,Ciutat Vella,Bon viure,Esports,Instal·lar una pista de criquet al Raval,"<div>Instal·lar una pista de criquet, ja sigui compartint l'equipament esportiu existent o per a ús exclusiu, en col·laboració amb els col·lectius que practiquen aquest esport per garantir-ne l’ús i la conveniència.</div>",3,22,2,67,0,https://decidim.barcelona/action_plans/4903
4902,Ciutat Vella,Bon viure,Esports,Posar en marxa programes inclusius als equipaments esportius,"<div>Posar en marxa programes d’inclusió de col·lectius vulnerables, persones amb diversitat funcional, gent gran o altres grups socials als equipaments esportius per promoure'n la salut, el benestar i la participació social.</div>",2,14,1,0,0,https://decidim.barcelona/action_plans/4902
4901,Ciutat Vella,Bon viure,Esports,Crear àrees d’exercici a l’espai públic,"<div>Detectar llocs a l’espai públic on es puguin fer noves instal·lacions per practicar-hi esport, en col·laboració amb entitats dels barris, i garantir-ne l’ús posterior i la dinamització per a determinats col·lectius, com la gent gran.</div>",3,54,9,89,0,https://decidim.barcelona/action_plans/4901
4894,Ciutat Vella,Bon viure,"Migració, interculturalitat i discriminació zero",Donar suport al grup interreligiós del Raval,<div>Promoure el coneixement i el treball conjunt entre les diferents religions i creences que conviuen al barri des del reconeixement mutu i donar suport al grup interreligiós del Raval.</div>,2,14,2,20,0,https://decidim.barcelona/action_plans/4894
4899,Ciutat Vella,Bon viure,Cultura,Raval cultural,"<div>Impulsar el projecte, que pretén destacar tot el potencial cultural del barri, i fer que el Raval sigui conegut com el barri cultural de la ciutat, tot posant l’accent en la potencialitat que aporta la presència de diferents cultures i amb l’objectiu que acabi revertint en la qualitat de vida del veïnat.</div>",1,14,1,0,0,https://decidim.barcelona/action_plans/4899
4891,Ciutat Vella,Bon viure,"Migració, interculturalitat i discriminació zero",Reconèixer la memòria i les tradicions de les comunitats d’origen divers,"<div>Vetllar perquè l’administració del Districte tingui en compte i dignifiqui la memòria i les tradicions de totes les comunitats que viuen a Ciutat Vella, tant en l’espai públic com en els òrgans de participació i en les activitats públiques.</div>",1,11,1,0,0,https://decidim.barcelona/action_plans/4891
4882,Ciutat Vella,Bon viure,Habitatge,Pla integral d’habitatge,"<div>Elaborar un Pla integral de l'habitatge de Ciutat Vella que permeti detectar els problemes principals i defineixi línies d'intervenció per impedir desnonaments o minimitzar-ne l’impacte, impulsar la rehabilitació i la millora de les condicions dels habitatges per garantir-ne unes condicions dignes, combatre l'assetjament psicològic immobiliari, promoure el lloguer assequible, incrementar el parc d’habitatge de lloguer social i localitzar i mobilitzar els habitatges buits.</div><div><br></div>",9,128,13,197,0,https://decidim.barcelona/action_plans/4882
3258,Sant Martí,Bon viure,Cultura,Suport a les festes de barri i a la cultural popular al Districte de Sant Martí,<div>Promoció de la cultura popular i les festes dels barris del districte. Establiment d'espais fixes per a establir-hi fogueres de Sant Joan.</div>,4,84,3,56,0,https://decidim.barcelona/action_plans/3258
4849,Gràcia,Transició ecològica,Verd urbà i biodiversitat ,Espais per a gossos,<div>Crear noves àrees d’esbarjo de gossos i fer actuacions de millora de les existents.  </div>,5,56,4,75,0,https://decidim.barcelona/action_plans/4849
6528,,Bon viure,Autonomia personal ,Impulsar l'accessibilitat comunicativa dels productes i dels serveis en el marc de l'accessibilitat i promoure  la formació i informació de la llengua de signes catalana,"<div>Implementar bucles magnètics, millorar la senyalística, promoure la difusió de la subtitulació, l'autodescripció, el braille i la lectura fàcil i la millora de la usuabilitat dels productes i serveis públics. A més, parar un esment especial en el reconeixement de la llengua de signes catalana com a sistema lingüístic i, per tant, garantir-ne l'ús i el coneixement. </div>",7,70,14,66,0,https://decidim.barcelona/action_plans/6528
6387,,Bon viure,Habitatge,"Generar habitatge assequible anivellant cornises, transformant l'ús de plantes baixes i locals i aprofitant intersticis urbans","<div>La demanda insatisfeta d'habitatge a preu inferior al del mercat en els barris on no hi ha possibilitats de construir-ne de nou requereix altres fórmules. Així, es promouran habitatges assequibles i allotjaments temporals pujant l'alçada dels immobles que queden entre dos edificis més alts, transformant l'ús de locals comercials en plantes baixes en habitatges per a persones amb mobilitat reduïda i aprofitant tots els espais possibles.</div>",3,5,1,46,0,https://decidim.barcelona/action_plans/6387
6416,Sarrià - Sant Gervasi,Bon govern,Acció comunitària,Estudi de la possibilitat de la gestió compartida del Turó Park,<div>Estudi de la possibilitat de la gestió compartida (veïnat-administració) del Turó Park.</div>,0,0,0,0,0,https://decidim.barcelona/action_plans/6416
2789,Eixample,Bon govern,Acció comunitària,Revisió Pla d'Equipaments a la Dreta de l'Eixample.,"<div>Planificar els equipaments cívics necessaris per al barri: casals i espais per a la gent gran, casal de barri, casal de joves i equipaments educatius.</div>",3,51,6,0,0,https://decidim.barcelona/action_plans/2789
2775,Eixample,Bon govern,Acció comunitària,Revisió Pla d'Equipaments a l'Esquerra de l'Eixample.,"<div>Redefinir la necessitat de nous equipaments educatius (escoles bressol, escola de música, CEIP, IES...), ludoteca, residència per a gent gran, espai Model (trobar solar provisional per a barracons de l'escola Model), espais per a joves, espais familiars...</div><div><br></div>",4,48,4,0,0,https://decidim.barcelona/action_plans/2775
4878,Ciutat Vella,Bon viure,Cultura,Posar en marxa un programa per a la recuperació de la memòria dels barris,"<div>Valorar el passat dels barris des d’una perspectiva intergeneracional per recuperar i difondre el patrimoni intangible i evitar que es perdi la memòria històrica, donant suport i estenent les iniciatives ja existents, com la de la Barceloneta. Crear una taula de memòria històrica. </div><div><br></div>",4,38,5,60,0,https://decidim.barcelona/action_plans/4878
4898,Ciutat Vella,Bon viure,Cultura,Revisar la normativa vigent sobre música en directe i cultura de base,"<div>Millorar les ordenances que regulen l’activitat musical, tot adaptant la normativa a la realitat dels espais que fan música en directe, amb una atenció especial en els locals de petit format.</div>",1,71,3,37,0,https://decidim.barcelona/action_plans/4898
2897,Ciutat Vella,Transició ecològica,Verd urbà i biodiversitat ,Situar més horts al districte,<div>Crear més espais per a horts urbans i horts socials com a mesura de cohesió social. </div>,2,282,1,0,0,https://decidim.barcelona/action_plans/2897
4888,Ciutat Vella,Bon viure,Sanitat i salut,Participar en la revisió del pla de drogues: noves addiccions i alcoholisme,"<div>Participar en la revisió del Pla de drogues per incorporar les noves addiccions detectades, com els inhalants de cola, i reforçar els recursos de les que ja hi estan incloses, especialment, l’alcoholisme, al districte de Ciutat Vella.</div>",2,29,3,20,0,https://decidim.barcelona/action_plans/4888
4900,Ciutat Vella,Bon viure,Esports,Organitzar i millorar els espais esportius i d’activitat física i condicionar espais públics per practicar-hi esport,"<div>Millorar les condicions dels espais d’activitat física existents pel que fa a l'equipament esportiu, la instal·lació de fonts o vestidors, etc. </div><div>Dinamitzar les pistes esportives per garantir que s'utilitzin més i millor, com per exemple les pistes de petanca o les pistes Aurora i Sant Rafael.</div><div>Detectar llocs a l’espai públic on es puguin fer noves instal·lacions per practicar-hi esports d'equip com la petanca, el bàsquet, el voleibol, el ping-pong o el criquet.</div>",10,31,17,378,0,https://decidim.barcelona/action_plans/4900
4905,Ciutat Vella,Bon viure,Convivència i seguretat,Reforçar la GUB comunitària,"<div>Impulsar una reorganització equitativa de la presència policial als barris i desplegar de manera decidida la “policia de proximitat” per garantir el contacte diari de la GUB amb els veïns, comerciants, mercats i escoles, tot impulsant i atorgant prestigi a les funcions de prevenció i anticipació.</div><div>Vincular la Guàrdia Urbana comunitària als espais de relació i a les taules de participació ciutadana del Districte, en coordinació amb el Comissionat de Seguretat, per elaborar plans d’actuació per a problemàtiques específiques, especialment en les conductes que afecten temes de salut pública.</div>",11,63,29,235,0,https://decidim.barcelona/action_plans/4905
6514,Sarrià - Sant Gervasi,Transició ecològica,Urbanisme per als barris,Intervencions a la finca del Marquès d'Alella (Muñoz i Ramonet),<div>Inici de la redacció del projecte de la biblioteca i obertura dels Jardins</div>,0,0,0,0,0,https://decidim.barcelona/action_plans/6514
3093,Les Corts,Bon viure,Educació i coneixement ,Potenciar el treball en xarxa de la comunitat educativa,<div>Potenciar la participació al Consell Escolar i la implicació dels centres educatius a l'entorn i seva obertura. Donant continuitat a projectes ja vigents i la creació de nous projectes. </div>,3,31,1,0,0,https://decidim.barcelona/action_plans/3093
3070,Les Corts,Bon viure,Sanitat i salut,Fomentar els hàbits saludables entre els veïns i veïnes de les Corts,"<div>A través de tallers i formacions sobre temes específics: d'alimentació saludable, trastorns alimentaris, salut sexual i reproductiva, planificació familiar, coneixement teràpies alternatives amb animals, fent èmfasi en el col·lectiu de persones més vulnerables.</div>",6,6,4,120,0,https://decidim.barcelona/action_plans/3070
3523,Les Corts,Transició ecològica,Mobilitat sostenible,Nova àrea verda al barri de Pedralbes,<div>Ampliar l'àrea verda del barri de Pedralbes per donar resposta a la demanda dels i les residents.</div>,3,9,2,9,0,https://decidim.barcelona/action_plans/3523
2668,Gràcia,Bon viure,Justícia social,Aplicar la llei de mesures urgents per afrontar la pobresa energètica i  alimentària i l'emergència habitacional,"<div>Garantir el dret d’accés als subministraments bàsics amb el desplegament de la Llei 24/2015, de 29 d'abril, que preveu actuacions per aturar les execucions hipotecàries i els desnonaments i per fer front a la pobresa energètica, és a dir, la dificultat per afrontar les factures dels subministraments bàsics d’electricitat, gas i aigua.</div><div><br></div><div>Afavorir el no malbaratament de recursos alimentaris per fer front a la pobresa. </div>",6,290,22,55,0,https://decidim.barcelona/action_plans/2668
4893,Ciutat Vella,Bon viure,"Migració, interculturalitat i discriminació zero",Fomentar una xarxa antirumors als barris,<div>Fomentar i incentivar la implementació de la xarxa antirumors del Departament d’Acció Intercultural de l’Ajuntament de Barcelona per lluitar contra els rumors i els estereotips racistes.</div>,1,36,2,14,0,https://decidim.barcelona/action_plans/4893
4892,Ciutat Vella,Bon viure,"Migració, interculturalitat i discriminació zero",Formar els treballadors municipals en perspectiva intercultural,<div>Establir un programa formatiu per aprofundir en els aspectes referents a interculturalitat que els treballadors municipals puguin incorporar en les seves tasques diàries.</div>,2,14,1,20,0,https://decidim.barcelona/action_plans/4892
3092,Sants Montjuïc,Bon viure,Educació i coneixement ,Pla de Suport a les AMPES (Coordinadora d'AMPES) als barris de Sants-Montjuïc.,<div>Elaborar un Pla de Suport a les AMPES del barri de La Marina i dels barris de Sants-Montjuïc. Recuperar les taules de coordinació d'AMPES per detectar mancances i necessitats.</div>,1,10,0,17,0,https://decidim.barcelona/action_plans/3092
4855,Gràcia,Transició ecològica,Medi ambient i espai públic,Jardí del Silenci,<div>Definir l'ús públic de l'espai del Jardi del Silenci per garantir la cura del jardí existent i organitzar activitats de lleure i oci per a entitats i veïnat en aquest espai polivalent.</div>,1,32,1,0,0,https://decidim.barcelona/action_plans/4855
4895,Ciutat Vella,Bon viure,"Migració, interculturalitat i discriminació zero",Elaborar un pla d’interculturalitat,"<div>Elaborar un pla, de manera participada, per garantir la perspectiva intercultural en totes les actuacions i decisions del Districte i, així, incorporar les necessitats, sensibilitats i aportacions de les diferents comunitats veïnes a Ciutat Vella en la intervenció pública. </div><div>Promoure la perspectiva intercultural en l'àmbit educatiu en la mesura que ho permetin les competències municipals.</div><div>Promoure la visibilitat i la participació de persones de contextos culturals diversos perquè serveixin de models a altres persones i facin activitats als equipaments de la ciutat.</div><div>Reforçar els serveis de mediació i traducció intercultural. </div><div>Treballar el sentiment de pertinença per facilitar la participació activa de la ciutadania d’origen divers.</div><div>Promoure l'acollida de persones nouvingudes a través d'espais més propers.</div>",7,23,9,235,0,https://decidim.barcelona/action_plans/4895
3042,Sants Montjuïc,Bon viure,Sanitat i salut,"Detectar i atendre problemàtiques relacionades amb la salut mental, especialment entre la població jove","<div>Ser proactius en la detecció i atenció dels temes de salut mental entre la població jove. Desenvolupar una estratègia compartida de les  institucions i les entitats que operen en salut mental al Districte, per promoure el benestar emocional de la ciutadania, i donar la millor  atenció, suport i integració a les persones amb problemes de salut  mental i les seves famílies. </div>",3,26,75,118,0,https://decidim.barcelona/action_plans/3042
4915,Ciutat Vella,Economia plural,Ocupació de qualitat,Donar suport a entitats que treballen en la creació d’itineraris d’inserció i formació,"<div>Oferir tot el suport a les entitats que treballen en temes d’inserció laboral i formació (el PIOL de la Barceloneta i les xarxes laborals de la resta de barris), posant al seu abast els recursos existents perquè desenvolupin la seva activitat i promovent el treball en xarxa i les trobades regulars entre xarxes i el sector comercial i productiu local.</div><div>Donar suport a la implantació de respostes adaptades que contribueixin a donar resposta a la inserció sociolaboral dels joves en situació de desavantatge, al desenvolupament de formació per augmentar l'ocupabilitat dels veïns i a la detecció de noves oportunitats d'ocupació.</div><div><br></div><div><br></div>",16,56,15,50,0,https://decidim.barcelona/action_plans/4915
2631,Horta - Guinardó,Transició ecològica,Medi ambient i espai públic,Reduir la contaminació acústica,<div>Mesures orientades a donar solucions als problemes de soroll i contaminació acústica al districte des de la vessant convivencial.</div>,3,20,5,46,0,https://decidim.barcelona/action_plans/2631
4912,Ciutat Vella,Economia plural,"Economia cooperativa, social i solidària","Promocionar formes de comerç cooperatiu, social i sostenible","<div>Establir mecanismes de promoció de les formes de comerç cooperatiu, social i sostenible, en col·laboració amb el Comissionat d’Economia Social i Cooperativa i la Regidoria d’Ocupació, Empresa, Comerç i Turisme.</div>",4,62,7,0,0,https://decidim.barcelona/action_plans/4912
3280,Nou Barris,Bon viure,Cultura,Desenvolupar un programa de cultura al carrer,"<div>Impulsar la cultura a l'espai públic, dinamitzant l'activitat cultural i posant obres escultòriques als carrers i places.</div>",2,17,1,12,0,https://decidim.barcelona/action_plans/3280
3370,Gràcia,Bon viure,Convivència i seguretat,Guàrdia Urbana de proximitat,"<div>Millorar la seguretat als barris promovent una policia comunitària, orientada a la proximitat, i reforçant la vessant preventiva. Redimensionar les unitats centrals en clau de suport al model de proximitat.</div><div><br></div><div><br></div>",2,48,15,0,0,https://decidim.barcelona/action_plans/3370
6418,Sarrià - Sant Gervasi,Bon viure,Sanitat i salut,Campanyes d’alimentació saludable per a persones en situació de vulnerabilitat i escolars,"<div>Campanyes d’alimentació saludable per a persones en situació de vulnerabilitat i escolars (begudes ensucrades, greixos industrials...)</div>",2,22,1,96,0,https://decidim.barcelona/action_plans/6418
3174,Eixample,Bon viure,Cultura,Revisió i millora del servei de les biblioteques del Districte de l'Eixample,<div>Ampliació dels horaris de les biblioteques Joan Miró i Joan Oliver.</div>,2,16,1,0,0,https://decidim.barcelona/action_plans/3174
6446,Sants Montjuïc,Economia plural,"Economia cooperativa, social i solidària",Impulsar una fira d'ECSS al Districte,"<div>Establir una fira anual d'ECSS a Sants-Montjuïc, un dels districtes capdavanters en iniciatives cooperativistes. Incluire les cooperatives a les fires comercials.</div>",1,10,3,0,0,https://decidim.barcelona/action_plans/6446
3121,Sants Montjuïc,Bon viure,Educació i coneixement ,Potenciar i promoure els estudis musicals al Districte ,<div>Donar suport a les inciatives públiques i ciutadanes que fomentin els estudis i la pràctica musical. La feina des del Districte es centrarà en generar nous espais d'assaig o ajudar a habilitar espais de creació musical.  </div>,2,65,4,57,0,https://decidim.barcelona/action_plans/3121
3127,Ciutat Vella,Bon viure,"Migració, interculturalitat i discriminació zero",Reforçar el programa SIRIAN de salut sexual i reproductiva,<div>Reforçar el programa SIRIAN de salut sexual i reproductiva per a joves.</div><div>Promoure la participació de les persones d’origen divers en la seva posada en marxa. </div>,1,1,0,20,0,https://decidim.barcelona/action_plans/3127
2791,Eixample,Bon viure,Autonomia personal ,Instar la Generalitat a construir la residència-centre de dia públic a Can Roger,"S’ha de continuar reclamant a la Generalitat que prioritzi la construcció de la residència, tal com estava previst.",2,13,2,24,0,https://decidim.barcelona/action_plans/2791
2776,Eixample,Transició ecològica,Urbanisme per als barris,Finalitzar l'ampliació de voreres del carrer Balmes,<div>Acabar la remodelació de la part baixa del carrer Balmes (entre Gran Via i Pelai)</div><div><br></div><div><br></div>,1,5,0,0,0,https://decidim.barcelona/action_plans/2776
3525,Horta - Guinardó,Transició ecològica,Mobilitat sostenible,Ampliació de l'Àrea Verda d'aparcament regulat per a veïns i veïnes,"<div>Estudiar l'ampliació i implementar-la on sigui necessari als barris del Districte on no està implantada a dia d'avui, prestant especial atenció a la mobilitat de barris com la Font d'en Fargues, el Parc de la Vall d'Hebrón, algunes zones d'Horta o del Guinardó.</div>",9,116,17,12,0,https://decidim.barcelona/action_plans/3525
3303,Sant Martí,Bon viure,Educació i coneixement ,Reforçar la col·laboració entre els centres educatius del districte per tal d’impulsar i promoure les bones pràctiques.,"<div>Per tal de contribuïr a la reducció de l’absentisme escolar, la millora d’hàbits saludables, l’educació emocional i cívica, la valoració de la diversitat cultural i la prevenció de l’abús sexual especialment dels infants i adolescents. Coordinar les pràctiques i projectes que ja intervenen als centres.</div>",1,3,0,15,0,https://decidim.barcelona/action_plans/3303
3383,Eixample,Bon viure,Convivència i seguretat,Foment de la convivència entre vianants i bicicletes al Districte de l'Eixample,"<div>Desenvolupar accions per garantir la seguretat de vianants i ciclistes a l'espai públic, fomentar el respecte de la normativa i generar mecanismes de millora de la regulació i senyalització.</div>",3,82,60,93,0,https://decidim.barcelona/action_plans/3383
3504,Sant Andreu,Bon viure,Convivència i seguretat,Campanya de civisme vinculada a la tinença d'animals,"<div>Desenvolupament una campanya de comunicació adreçada a fomentar les conductes cíviques vinculades a la tinença d'animals: recollida d'excrements, mapificació de les àrees d'esbarjo per a gossos i els espais d'usos compartits, foment del coneixement de l'ordenança sobre la protecció, la tinença i la venda d'animals domèstics així com consells per a una tinença responsable dels animals, etc. </div>",3,97,6,27,0,https://decidim.barcelona/action_plans/3504
4909,Ciutat Vella,Economia plural,Desenvolupament i economia de proximitat,Pla d’inspeccions del Districte,"<div>Planificar de manera específica els diferents aspectes que cal inspeccionar, tot destinant-hi els recursos necessaris per millorar l’eficiència i augmentar l’actuació d’ofici, amb garantia de transparència del procés. Les inspeccions han d'incloure, entre altres coses, les activitats econòmiques il·legals (com ara els allotjaments turístics sense llicència), les males pràctiques comercials (com el volum de la música o el no tancament de portes), l'ocupació excessiva de l'espai públic i els portals i, en la mesura que es pugui, les condicions laborals. </div><div><br></div><div><br></div>",7,47,11,420,0,https://decidim.barcelona/action_plans/4909
4916,Ciutat Vella,Economia plural,Ocupació de qualitat,Donar suport al projecte Barceloneta Proa a la Mar,<div>Iniciativa comunitària innovadora orientada al desenvolupament local del territori. Articular el suport necessari per garantir la implantació al territori del projecte en el marc del Pla de desenvolupament comunitari de la Barceloneta.</div>,5,33,4,10,0,https://decidim.barcelona/action_plans/4916
4918,Ciutat Vella,Economia plural,Turisme sostenible,Controlar i tancar els apartaments turístics il·legals,<div>Actuar de manera més contundent i planificada per facilitar el control dels apartaments turístics sense llicència.</div>,4,165,12,78,0,https://decidim.barcelona/action_plans/4918
4914,Ciutat Vella,Economia plural,Un nou lideratge públic,Promoure la contractació d'empreses del territori,<div>Establir els mecanismes per garantir que l’administració del Districte prioritzi la contractació d’empreses dels barris de Ciutat Vella per desenvolupar les tasques que es requereixin.</div>,6,24,2,30,0,https://decidim.barcelona/action_plans/4914
3477,Les Corts,Bon viure,Convivència i seguretat,Programes de convivència i animals de companyia al Districte de Les Corts,"<div>Promoure, a través de campanyes de conscienciació i mesures específiques la bona convivència entre els animals de companyia i els veïns i veïnes de les Corts.</div>",4,21,2,88,0,https://decidim.barcelona/action_plans/3477
3502,Sarrià - Sant Gervasi,Transició ecològica,Mobilitat sostenible,Promoció/Incentivació mobilitat elèctrica,<div>Punts de recarrega per als vehicles elèctrics. Impulsar el bicing elèctric.  </div>,2,7,2,52,0,https://decidim.barcelona/action_plans/3502
4913,Ciutat Vella,Economia plural,"Economia cooperativa, social i solidària",Posar en marxa un programa de promoció de les cooperatives de consum del districte,<div>Garantir l’ús de les eines de l’administració en la difusió i la promoció de les cooperatives de consum.</div>,1,15,3,0,0,https://decidim.barcelona/action_plans/4913
4910,Ciutat Vella,Economia plural,Desenvolupament i economia de proximitat,Promoure una senyalització adequada de l’espai públic,<div>Millorar la senyalització del districte enfocada a donar visibilitat a les zones de comerç de proximitat i al petit comerç.</div>,1,8,1,0,0,https://decidim.barcelona/action_plans/4910
4934,Ciutat Vella,Transició ecològica,Urbanisme per als barris,Impulsar la reforma / urbanització d’espais del nucli antic,"<div>Millorar carrers i places del barri, com els carrers del Rec Comtal, del Comerç o la plaça de Santa Caterina, tot això amb participació ciutadana.</div>",5,41,7,327,0,https://decidim.barcelona/action_plans/4934
4933,Ciutat Vella,Transició ecològica,Urbanisme per als barris,Impulsar la reforma / urbanització d’espais del Raval,"<div>Portar a terme les inversions incloses en el Pla de barris del Raval Sud amb participació ciutadana.</div><div>Millorar carrers i places del barri, com el pati dels Tarongers, l’accés al Museu Marítim, la plaça de Josep M. Folch i Torres i el pas cobert d’ús públic del carrer de les Penedides.</div><div>Remodelar les zones enjardinades de la rambla del Raval.</div><div>Arranjar la pavimentació de diversos carrers del barri (per exemple, del carrer de Guàrdia i de l’Arc del Teatre). </div><div><br></div>",7,18,11,26,0,https://decidim.barcelona/action_plans/4933
6468,Sant Andreu,Bon viure,Cultura,Centre socio-cultural a La Sagrera  (Espai 30),"<div>Proposta de remodelació integral de les naus ubicades al Passatge Bofarull 7, 9 i 11 al barri de La Sagrera (Espai 30) per a la seva conversió en centre socio-cultural. Aquesta actuació ha d'anar acompanyada de l'obertura del carrer Josep Estivill, tal i com determina el plantejament. Definició dels usos i el model de gestió. </div><div><br></div>",7,176,31,0,0,https://decidim.barcelona/action_plans/6468
4951,Eixample,Bon viure,Justícia social,Crear una estratègia contra la feminització de la pobresa,"Integrar els serveis socials i sanitaris, especialment en l’abordatge del fenomen de la feminització de la pobresa.",1,58,0,0,0,https://decidim.barcelona/action_plans/4951
4950,Eixample,Bon viure,Justícia social,Garantir l'atenció a la pobresa energètica i habitacional,"Garantir els drets d'accés als subministraments bàsics i a l'habitatge prevists a la Llei 24/2015, de 29 d'abril. Estudiar la cessió d'habitatges buits a preu social a la població amb més necessitats econòmiques i socials.",3,408,6,274,0,https://decidim.barcelona/action_plans/4950
4927,Ciutat Vella,Transició ecològica,Medi ambient i espai públic,Fer un mapa del soroll i prendre mesures per reduir-lo,"<div>Elaborar un mapa que supervisi el soroll a Ciutat Vella. Executar mesures correctores orientades a reduir els nivells de soroll existents, tant els provocats per la circulació rodada com els que van associats al model d’oci nocturn.</div><div><br></div><div><br></div>",3,95,9,105,0,https://decidim.barcelona/action_plans/4927
6447,Sants Montjuïc,Economia plural,"Economia cooperativa, social i solidària",Mapa d'ECSS del districte,"<div>Elaborar un mapa amb els projectes i les iniciatives d'ECSSa Sants-Montjuïc, com plataforma de difusió i promoció, obert a la ciutadania i amb actualització continuada.</div>",1,7,1,0,0,https://decidim.barcelona/action_plans/6447
